"I would develop syntheses and assessments that provide expert-informed guidance for directions in AI research, development, and systems design, as well as programs and policies.",How would the Study Panel use the collected reflections about AI and its influences to guide government policy?,"If you were the Standing Committee of the One Hundred Year Study on AI, how would you use the periodic expert review process to provide guidance on future AI direction?",What practical activity does the Standing Committee undertake every five years to fulfill the core activity of the One Hundred Year Study?,"If you were an AI funder reading this report, how would you use the synthesis and assessment to set research priorities?","If you were the Standing Committee of the One Hundred Year Study on AI, how would you use the periodic expert review process to provide guidance on future AI direction?"
I would narrow the focus to a typical North American city in recognition of the great variability of urban settings and cultures and limits on the first Study Panel’s efforts.,"If you were the inaugural Study Panel chair, how would you narrow the focus of the ""AI and Life in 2030"" theme for the first report, given the constraints?","If you wanted the projections of the study to have broader global relevance, how would you plan for future studies?","How would focusing the study on a ""typical North American city"" practically limit the scope of discussion in the initial report?","What specific consideration motivated the Study Panel to select ""AI and Life in 2030"" as a thematic focus, rather than specific technologies?","If you were the inaugural Study Panel chair, how would you narrow the focus of the ""AI and Life in 2030"" theme for the first report, given the constraints?"
"I would place it on the multi-dimensional spectrum of intelligence, noting the difference from a human brain is one of scale, speed, degree of autonomy, and generality.","If you were defining AI operationally, how would you describe the field of AI today?",Can you demonstrate how the multi-dimensional spectrum of intelligence works by comparing a Go-playing program and speech recognition software?,"If you were Nils J. Nilsson, how would you use the concept of ""intelligence"" to characterize a machine like an arithmetic calculator?","How would you use the historical instance of Deep Blue beating Garry Kasparov to illustrate the ""AI effect""?","If you were Nils J. Nilsson, how would you use the concept of ""intelligence"" to characterize a machine like an arithmetic calculator?"
"I would apply them to achieve super-human performance for required driving capabilities like automated perception, recognition, and tracking.",How would widespread adoption of self-driving cars practically change the urban landscape by 2030?,"What physical systems, beyond personal cars, are expected to utilize self-driving capabilities in the near future?",What example illustrates a potential negative implication of semi-autonomous driving systems relying on human input?,"If you were a car manufacturer using AI, how would you use enhanced sensing algorithms to improve the driving experience?","If you were a car manufacturer using AI, how would you use enhanced sensing algorithms to improve the driving experience?"
"I would supervise the process of correlating patient symptoms against known diseases, applying my experience and intuition to guide the input and evaluate the machine output.","If you were a medical professional, how would using specialized mobile apps illustrate the shift in technology use in clinical settings?","If you were a physician with AI assistance, how would you use the automated reasoning process to diagnose a patient?",How would a radiologist today use AI-based systems for image interpretation to improve speed and cost-effectiveness?,What regulatory barrier currently impedes AI innovation by hindering the flow of patient data to applications?,"If you were a physician with AI assistance, how would you use the automated reasoning process to diagnose a patient?"
"I would use the software to mimic a good human tutor by providing hints when a student gets stuck on a math problem, offering context-specific feedback.","What is a practical benefit that Natural Language Processing, machine learning, and crowdsourcing have provided to higher education instructors?","If you were teaching biology using AI, how might you use a PLEO rb robot pet?",How would large online learning systems practically fuel the rapid growth of learning analytics?,How would you use a Cognitive Tutor system to enhance a student’s math learning?,How would you use a Cognitive Tutor system to enhance a student’s math learning?
Examples include using predictive models to help government agencies prioritize children at risk of lead poisoning or identify pregnant women at risk for adverse birth outcomes.,How would data mining be used by the City of Cincinnati to prevent code violations?,What action should policymakers take regarding funding to encourage AI research that assists low-resource communities?,"What examples of using AI for ""data science for social good"" can illustrate the practical application of predictive modeling for a government agency?","If you were assisting the homeless youth community, how might AI programs leverage social networks to spread health information?","What examples of using AI for ""data science for social good"" can illustrate the practical application of predictive modeling for a government agency?"
"I would ensure they are well-deployed to detect, remove, or reduce human bias, rather than reinforcing it.",What is the primary limitation that prevents widespread deployed surveillance cameras from being more useful for preventing crimes today?,"If you were a law enforcement policymaker, how would you deploy AI prediction tools to address human bias concerns?","If a city increases surveillance using AI cameras, how could those systems be used to address police malpractice concerns?",How can AI analysis be used by security professionals to detect white collar crime?,"If you were a law enforcement policymaker, how would you deploy AI prediction tools to address human bias concerns?"
"AI will likely replace tasks within jobs (e.g., automating parts of a first-year lawyer's job like legal information extraction) rather than replacing the entire job immediately.",What effect might the creation of efficient outsourced labor markets enabled by AI have on the size of large organizations?,How does AI practically lower the cost of many goods and services?,What policy response is required to protect people from structural shifts in the economy if the value of labor becomes insufficient?,"What shift in employment patterns illustrates the near-term impact of AI on jobs, rather than complete job replacement?","What shift in employment patterns illustrates the near-term impact of AI on jobs, rather than complete job replacement?"
The role of product liability will likely grow when human actors become less responsible for the actions of a machine.,"If a self-driving car causes foreseeable harm, how might the role of product liability be used to assign responsibility?",What might happen to a municipality’s income sources if autonomous cars are programmed not to violate traffic laws?,How would establishing tough transparency requirements help successful regulation of digital technologies like AI in the US and Germany?,"If you were designing an AI system to build user trust, how would you handle the system's susceptibility to errors and failures?","If a self-driving car causes foreseeable harm, how might the role of product liability be used to assign responsibility?"
