"Artificial Intelligence (AI) is a science and a set of computational technologies that are inspired by, but typically operate quite differently from the ways people use their nervous systems and bodies to sense, learn, reason, and take action.",Does this statement suggest that AI is currently on a path to matching human intelligence in versatility?,What year was deep learning first used to make speech-understanding practical on phones?,"How does the description of AI systems operating ""quite differently"" from human nervous systems help to clarify what AI is?",Which government agency is primarily responsible for regulating the deployment of AI systems described here?,"How does the description of AI systems operating ""quite differently"" from human nervous systems help to clarify what AI is?"
New technologies successfully acquired by the AI field eventually become integrated into common use and are consequently no longer labelled as Artificial Intelligence.,How does Deep Blue prove that AI has surpassed human intelligence?,How is the historical frontier of machine intelligence continually pushed forward?,Why is the use of brute force methods no longer considered AI research?,How does this phenomenon affect consumer pricing models?,How is the historical frontier of machine intelligence continually pushed forward?
"The semi-autonomous approach for self-driving cars, which requires human drivers to stay engaged and take over if necessary, is not clearly sustainable in the long term. The human drivers become less proficient at driving over time.","What specific advancements in robotics will facilitate the creation of other types of autonomous vehicles, such as drones?","Which three factors, besides scale and speed, are used to evaluate intelligence on a multi-dimensional spectrum?",Why are human drivers likely to become less reliable when they are most needed in semi-autonomous vehicles?,What is the estimated average time a US commuter spends driving each way?,Why are human drivers likely to become less reliable when they are most needed in semi-autonomous vehicles?
"AI has immense potential to improve health outcomes and quality of life for millions, but the deployment of AI-based applications in the clinical setting has been slow to move from computer science laboratories to the real world.",What single criterion distinguishes an arithmetic calculator from a human brain on the intelligence spectrum?,"Why should policy, regulatory, and commercial obstacles be removed to promote advances in healthcare applications of AI?","What is the current focus of robotics research, given that navigation in static environments is largely solved?",How many separate agencies govern sectors of the economy related to AI technologies in the United States?,"Why should policy, regulatory, and commercial obstacles be removed to promote advances in healthcare applications of AI?"
"Faced with the profound changes that AI technologies can produce, ill-informed regulatory activity that stifles innovation or relocates it to other jurisdictions would be a tragic mistake.",Which three policy recommendations did the Study Panel offer to address the societal implications of AI?,How might misunderstandings about the nature of Artificial Intelligence fuel opposition to technologies with the potential to benefit everyone?,What concept describes the focus on pattern mining in traditional machine learning?,How does the deployment of autonomous vehicles affect the need for parking in urban areas?,How might misunderstandings about the nature of Artificial Intelligence fuel opposition to technologies with the potential to benefit everyone?
"The confluence of large-scale computing (especially on GPUs), the availability of large datasets (especially via the internet), and refinements of neural network algorithms has led to dramatic improvements.",What three distinct factors are used to evaluate and place entities on the intelligence spectrum?,Why is it difficult to acquire the large labeled data sets needed for deep learning in robotics?,What factors enabled the sudden dramatic improvement of deep learning in visual classification tasks?,Which long-running IBM project culminated in beating the world chess champion in 1997?,What factors enabled the sudden dramatic improvement of deep learning in visual classification tasks?
"The model-based approaches relied on strong modeling assumptions that are hard to satisfy in realistic applications, forcing a shift to data-driven methods that close the loop by sensing the results of actions in the task at hand",What single element distinguishes an arithmetic calculator from a human brain?,How are deep neural networks trained using the method called backpropagation?,"What fundamental weakness caused model-based approaches, like planning, to give way to data-driven approaches?",Which AI methodology relies on utilizing human intelligence to solve problems computers cannot solve well?,"What fundamental weakness caused model-based approaches, like planning, to give way to data-driven approaches?"
"City dwellers will likely own fewer cars, live further from work, spend time differently during commutes, and reduce the need for parking, affecting the design of public spaces.",Which existing peer-to-peer services are also likely to utilize self-driving vehicles?,What are the ethical questions involved in programming cars to act when human injury or death is inevitable?,What major changes in city dwellers’ behavior and vehicle ownership will contribute to this reconfiguration of the urban landscape?,What policy changes must be implemented regarding liability and blame assignment for accidents?,What major changes in city dwellers’ behavior and vehicle ownership will contribute to this reconfiguration of the urban landscape?
The Health Insurance Portability and Accountability Act (HIPAA) requirements for protecting patient privacy create legal barriers to the flow of patient data to applications that could utilize AI technologies.,Which AI technology is being used by psychiatrists in Israel to detect early signs of distressful behavior in patients?,What policy is seen as a dependable hedge against safety risks that could allow faster initial approval of new medical treatments?,What specific issues related to the EHR market have eroded clinicians' confidence in data usefulness?,What federal privacy requirement creates legal barriers to the flow of patient data that AI applications could utilize?,What federal privacy requirement creates legal barriers to the flow of patient data that AI applications could utilize?
"AI applications and the large-scale data they rely upon may reflect the biases of their designers and users, potentially threatening to deepen existing social biases.",What is the next step needed to move law enforcement training from intelligent simulation to actual international investigations?,What highly-correlated surrogate factor might inform AI-based decisions even if sensitive features like race are excluded?,what profound technical challenge remains in ensuring that the data used for AI-based decisions is kept free from biases that could lead to discrimination,"How can AI assist in spreading health-related information among vulnerable social networks, such as homeless youth?",what profound technical challenge remains in ensuring that the data used for AI-based decisions is kept free from biases that could lead to discrimination
